nominal,mean_coverage_across_calibration_seeds,coverage_min_across_seeds,coverage_max_across_seeds,primary_seed_doi_bootstrap_ci_low,primary_seed_doi_bootstrap_ci_high,mean_width_across_calibration_seeds,primary_seed_width_bootstrap_ci_low,primary_seed_width_bootstrap_ci_high,n_doi,n_calibration_seeds
0.8,0.7294814218027337,0.6872126795768846,0.7684668277513805,0.5858729461481642,0.8291271579585695,0.024110804551397302,0.017421561045900518,0.025469821699466356,19,20
0.9,0.824371828037434,0.7810654673381702,0.888278597301112,0.6965036187481154,0.8934078913962652,0.04245297072898434,0.030354273276890078,0.04591382455111349,19,20
0.95,0.8971715671044906,0.8467335273103784,0.9552957573160042,0.8140321194199266,0.9565609230408072,0.07589552241858752,0.05347646853276621,0.08573980520106908,19,20
