outer_fold,held_out_doi,repetition,selected_p,mae_p4,mae_p5,mae_p6
14,10.1149/1.1566019,10,4,0.010524515295662354,0.014752604202029508,0.01923894581735297
14,10.1149/1.1566019,11,4,0.01276886137574547,0.016582457884312604,0.02058412276825686
14,10.1149/1.1566019,12,4,0.010277325146649653,0.011977505714186666,0.014352502972824812
14,10.1149/1.1566019,13,4,0.016497309147714082,0.020116047053653344,0.026139774405422516
14,10.1149/1.1566019,14,4,0.01096404680498797,0.014444042773736517,0.018480991352656292
14,10.1149/1.1566019,15,4,0.011049338402491301,0.01398471516494177,0.01718937945441379
14,10.1149/1.1566019,16,4,0.010809193588082236,0.0151590972320366,0.018982016585666627
14,10.1149/1.1566019,17,4,0.007430886599350852,0.010392027090239437,0.013433026249155149
14,10.1149/1.1566019,18,4,0.009358503973007241,0.014737055126605994,0.019796056028824883
14,10.1149/1.1566019,19,4,0.014710422519794297,0.01850958891786172,0.02287276506653879
15,10.1149/1.1630593,0,4,0.014812434845940267,0.018686275613688005,0.023775667048109062
15,10.1149/1.1630593,1,4,0.01302570525279812,0.015383179002434804,0.019684946239414854
15,10.1149/1.1630593,2,4,0.01043899573402661,0.01131339801412371,0.01249058569060429
15,10.1149/1.1630593,3,4,0.008218921327663449,0.013200249175500887,0.017775349287665734
15,10.1149/1.1630593,4,4,0.012202381059230242,0.014681782685636436,0.018002790252097795
15,10.1149/1.1630593,5,4,0.008945789252069077,0.01019850664857687,0.011800486883795305
15,10.1149/1.1630593,6,4,0.009007372345852674,0.009954997437892925,0.010448050359596209
15,10.1149/1.1630593,7,4,0.009140981870290799,0.011026545970447105,0.012218658298973104
15,10.1149/1.1630593,8,4,0.014602861572918758,0.017343137228238145,0.02029908138764214
15,10.1149/1.1630593,9,4,0.011374721204352912,0.014766036053811745,0.01763078118945885
15,10.1149/1.1630593,10,4,0.009969117746581617,0.01150072931826346,0.012953524676389744
15,10.1149/1.1630593,11,4,0.010247013951422206,0.013996313514781594,0.01750143506097589
15,10.1149/1.1630593,12,4,0.009424966401060391,0.011991829473016075,0.014355277815595929
15,10.1149/1.1630593,13,4,0.01266109313987735,0.01704277133524529,0.02297440083405784
15,10.1149/1.1630593,14,4,0.012128727612232932,0.0218172203352817,0.030526096300289574
15,10.1149/1.1630593,15,4,0.008832251182992593,0.011552804809696712,0.013777918678785394
15,10.1149/1.1630593,16,4,0.008234676623079593,0.009335205698228512,0.009820193459844882
15,10.1149/1.1630593,17,4,0.01205654973719642,0.019023527421543947,0.026707796166895986
15,10.1149/1.1630593,18,4,0.004500603009723932,0.005328866646753703,0.006231243278794566
15,10.1149/1.1630593,19,6,0.01000950248986131,0.010018372713718146,0.009869090706593468
16,10.1149/1.1833611,0,4,0.010771367437516914,0.014173924108981259,0.0199487051458791
16,10.1149/1.1833611,1,4,0.007109776951010953,0.009999928250256107,0.012479415582686284
16,10.1149/1.1833611,2,4,0.01372134979405594,0.015569259518639092,0.01785683406374264
16,10.1149/1.1833611,3,4,0.013722679466231852,0.01890668430941724,0.024597026811946327
16,10.1149/1.1833611,4,4,0.010822390465993882,0.015667520152846413,0.02013488465273035
16,10.1149/1.1833611,5,4,0.009514728544090916,0.010781102016996495,0.011682677562489962
16,10.1149/1.1833611,6,4,0.013164735149239945,0.014059937216338247,0.016205415041440196
16,10.1149/1.1833611,7,4,0.011011811461263852,0.01652811297036978,0.022131692525210234
16,10.1149/1.1833611,8,4,0.01361710164464707,0.016072547682157896,0.01944220496358352
16,10.1149/1.1833611,9,4,0.010905306224978437,0.013171380244684816,0.016807784252411393
16,10.1149/1.1833611,10,4,0.010130410198927364,0.018446134578669855,0.02721113431573639
16,10.1149/1.1833611,11,4,0.00839179370771554,0.011619832798234224,0.014261295433365332
16,10.1149/1.1833611,12,4,0.011093733238718985,0.012908152565345795,0.014765057961529693
16,10.1149/1.1833611,13,4,0.013121290188233681,0.01627918236980082,0.01957743468277094
16,10.1149/1.1833611,14,4,0.011485643573633289,0.012910844661699027,0.014968823652421066
16,10.1149/1.1833611,15,4,0.012397770609412368,0.01750090310667039,0.022768817918084047
16,10.1149/1.1833611,16,4,0.011214220615296982,0.015689869592294032,0.01954580325347866
16,10.1149/1.1833611,17,4,0.01277906679310656,0.017473221230460374,0.022778092567567392
16,10.1149/1.1833611,18,4,0.012695146148560951,0.01552901936085052,0.0205371621366062
16,10.1149/1.1833611,19,4,0.010575004327192362,0.014025350939374312,0.018209808105790523
17,10.1149/1.1914757,0,4,0.013979767437802415,0.01716411358447985,0.022911289355970615
17,10.1149/1.1914757,1,4,0.01071283198197936,0.012644420750285412,0.013787181072613454
17,10.1149/1.1914757,2,4,0.010517522210241657,0.01291499690200353,0.015336565140100622
17,10.1149/1.1914757,3,4,0.010928156952727246,0.011788472351202587,0.012563843568852638
17,10.1149/1.1914757,4,4,0.008507757647968033,0.009589672003211284,0.01025408141953108
17,10.1149/1.1914757,5,4,0.0132636259962636,0.015282658373006358,0.020124062775758508
17,10.1149/1.1914757,6,4,0.00841021419479983,0.012197502371856383,0.01654127958746119
17,10.1149/1.1914757,7,4,0.007874004437916656,0.008745221678329317,0.009143253308805404
17,10.1149/1.1914757,8,4,0.01210914335547697,0.013830773493326278,0.01644442299874532
17,10.1149/1.1914757,9,4,0.009647442310492318,0.01293661730968036,0.01589815949220709
17,10.1149/1.1914757,10,4,0.010835940113545203,0.015620193184805786,0.021217911151134944
17,10.1149/1.1914757,11,4,0.010244868551051734,0.01334682861403559,0.017265591489392888
17,10.1149/1.1914757,12,4,0.007333931689147308,0.009031646452733055,0.011089771944488415
17,10.1149/1.1914757,13,4,0.010541672506982952,0.014246391013572753,0.01723691878683895
17,10.1149/1.1914757,14,4,0.010131383357325914,0.013225432210729722,0.016323372515294993
17,10.1149/1.1914757,15,4,0.010624416319728686,0.012189135265603819,0.01406027348695293
17,10.1149/1.1914757,16,4,0.011792275922515805,0.014778940615733769,0.018407215998262064
17,10.1149/1.1914757,17,4,0.010025909144135854,0.012786649708003172,0.016677948689347546
17,10.1149/1.1914757,18,4,0.008478398281467325,0.010486053487566316,0.013751492762678097
17,10.1149/1.1914757,19,4,0.008873236629218085,0.011359727488413475,0.014430913681572255
18,10.1149/2.0571912jes,0,4,0.008628996622404886,0.009929138632454522,0.010993508738052368
18,10.1149/2.0571912jes,1,4,0.007875353022317,0.00991054437833644,0.011694376474793372
18,10.1149/2.0571912jes,2,4,0.009783866211811175,0.010769628930771838,0.01125376014900175
18,10.1149/2.0571912jes,3,4,0.008449941757738803,0.009905436298660255,0.011001444126922605
18,10.1149/2.0571912jes,4,4,0.009488580929383456,0.011925773767121001,0.013720801878628586
18,10.1149/2.0571912jes,5,4,0.009095532944505212,0.011347944040508151,0.011662162850295074
18,10.1149/2.0571912jes,6,4,0.010100673673617576,0.01063703377474918,0.010890340136259965
18,10.1149/2.0571912jes,7,4,0.008215101872463515,0.009899394451745324,0.011203037126104931
18,10.1149/2.0571912jes,8,4,0.008867176487973047,0.009354738713109234,0.009353734904761055
18,10.1149/2.0571912jes,9,4,0.009259937000798473,0.010356060590750825,0.011615787440483942
18,10.1149/2.0571912jes,10,4,0.009154404458662896,0.009920438192748902,0.010524151753339948
18,10.1149/2.0571912jes,11,4,0.01137890069278944,0.012997247742832533,0.013847636632410648
18,10.1149/2.0571912jes,12,4,0.00621348327991809,0.007186561924476177,0.008232587191989158
18,10.1149/2.0571912jes,13,4,0.009030379514401075,0.009925648461642697,0.010791082111967104
18,10.1149/2.0571912jes,14,4,0.009655832588014663,0.010748934124735774,0.01183093692398505
18,10.1149/2.0571912jes,15,4,0.01007176659869258,0.011040081256334143,0.011169744264814513
18,10.1149/2.0571912jes,16,4,0.009544373465770115,0.010422071376599097,0.01110605924321135
18,10.1149/2.0571912jes,17,4,0.008372996090648652,0.01109074898609414,0.012480781178042674
18,10.1149/2.0571912jes,18,4,0.007658200932939813,0.009367481766051304,0.01116228444645137
18,10.1149/2.0571912jes,19,4,0.010921904517634773,0.013900282937656175,0.01503045079735611
