outer_fold,held_out_doi,repetition,selected_p,mae_p4,mae_p5,mae_p6
13,10.1149/1.1527939,4,4,0.00943825581695408,0.013139249136276352,0.01733107398312692
13,10.1149/1.1527939,5,4,0.008153011266078132,0.012277451368292338,0.016995869120706275
13,10.1149/1.1527939,6,4,0.008326099352362287,0.01216323238090645,0.016100273568084234
13,10.1149/1.1527939,7,4,0.011645362404830764,0.015019016906988881,0.01855264809657373
13,10.1149/1.1527939,8,4,0.009052215674580472,0.011213060210765702,0.013329260191103379
13,10.1149/1.1527939,9,4,0.011116558009058612,0.013121164228672726,0.01634293643297302
13,10.1149/1.1527939,10,4,0.010172796106132719,0.012185681559916471,0.015149335048484145
13,10.1149/1.1527939,11,4,0.009728741284973986,0.01206494849821177,0.01396094687291378
13,10.1149/1.1527939,12,4,0.00865820379739072,0.009575620829238355,0.01034184775526586
13,10.1149/1.1527939,13,4,0.01248105122605355,0.017289069099304888,0.023093056740208878
13,10.1149/1.1527939,14,4,0.008065421858876534,0.010765799347683685,0.01319460973958511
13,10.1149/1.1527939,15,4,0.006347462222791406,0.01152975195303331,0.0156826915674517
13,10.1149/1.1527939,16,4,0.011596501756658125,0.013443360651239251,0.017003200858226524
13,10.1149/1.1527939,17,4,0.013124878510505316,0.01552123488123499,0.019488627831538898
13,10.1149/1.1527939,18,4,0.009647818662719717,0.010498042360781298,0.01192245715190498
13,10.1149/1.1527939,19,4,0.010269409463062004,0.011070158362156204,0.01133185893292418
14,10.1149/1.1566019,0,4,0.00988219626019402,0.012164153272773889,0.015167085983188347
14,10.1149/1.1566019,1,4,0.01039508946624348,0.014515405606626805,0.020555646096053367
14,10.1149/1.1566019,2,4,0.01113274314789373,0.01274757352479833,0.016513488282964766
14,10.1149/1.1566019,3,4,0.01239463601619597,0.013925866331115583,0.016719652527321147
14,10.1149/1.1566019,4,4,0.010823167326863253,0.013757136383133459,0.016540331686450634
14,10.1149/1.1566019,5,4,0.008782346061001227,0.012255896597330888,0.015509729977568406
14,10.1149/1.1566019,6,4,0.011679686066648778,0.015094276428609719,0.01889838490822431
14,10.1149/1.1566019,7,4,0.014871113413895692,0.017105145767711095,0.020357634443960267
14,10.1149/1.1566019,8,4,0.010002043843555757,0.013682573045585905,0.01789572392190253
14,10.1149/1.1566019,9,4,0.00986226834605661,0.011255282080966753,0.012975477613077976
