candidate,mean,std,min,max
mae_p4,0.010397201216867326,0.001969891607607987,0.004500603009723932,0.017097760628756894
mae_p5,0.013320747960074798,0.0028959324015427066,0.005328866646753703,0.0218172203352817
mae_p6,0.01663288653837915,0.0045687928839747835,0.006231243278794566,0.030526096300289574
